,Title,Hymn
30,"<title>JESU, ise Re l'o - Yoruba Baptist Hymns</title>","<p>1. JESU, ise Re l’o<br/>
Fi ayo s’okan mi,<br/>
Nwon ni, o ti pari,<br/>
Ki eru mi ko tan:<br/>
Odo tani emi ‘ba lo,<br/>
Lehin Iwo t’O s’etutu?</p> <p>2. Jesu,ogbe Re l’o<br/>
Le m’okan mi jina;<br/>
N’nu ‘ya Re ni mo ri<br/>
Iwosan f’ese mi:<br/>
Odo tani emi ‘ba lo,<br/>
Lehin Iwo t’O s’etutu?</p> <p>3. Agbelebu Tire<br/>
L’o gbe eru ese,<br/>
T’enikan ko le gbe,<br/>
Lehin Om’Olorun:<br/>
Odo tani emi ‘ba lo,<br/>
Lehin Iwo t’O s’etutu?</p> <p>4. Ki se iku t’emi<br/>
L’o san irapada;<br/>
Egbarun bi t’emi<br/>
Ko to, o kere ju;<br/>
Odo tani emi ‘ba lo,<br/>
Lehin Iwo t’O s’etutu?</p> "
31,"<title>OKAN mi, Oluwa ni - Yoruba Baptist Hymns</title>","<p>1. OKAN mi, Oluwa ni,<br/>
Jesu re ni, gb’ oro Re;<br/>
Jesu nso, O mba o so,<br/>
Pe, “Elese, ‘wo fe mi?”</p> <p>2. ‘Gbat’ a de o, mo da o,<br/>
O gb’ ogbe, mo wo o san;<br/>
‘Gb’ sako, mo mu o bo;<br/>
Mo s’ okun re d’ imole.</p> <p>3. Kike iya ha le mo<br/>
Si omo re ti o bi?<br/>
Lotito, o le gbagbe,<br/>
Sugbon Em’ o ranti re.</p> <p>4. Ife t’emi ki ye lai,<br/>
O ga rekoja orun,<br/>
O si jin ju okun lo,<br/>
Ife alailegbe ni.</p> <p>5. ‘Wo fere r’ ogo Mi na,<br/>
‘Gb’ ise ore-ofe tan;<br/>
‘Wo o ba Mi gunwa po,<br/>
Wi, “Elese, ‘wo fe mi?”</p> <p>6. Olori aroye mi,<br/>
Ni pe ife mi tutu;<br/>
Sugbon mo fe O, Jesu,<br/>
A! mba le fe O ju yi!</p> "
32,<title>JESU oluf' okan mi - Yoruba Baptist Hymns</title>,"<p>1. JESU oluf’ okan mi,<br/>
Je ki nsala s’ aiya Re;<br/>
Sa t’ irumi sunmo mi,<br/>
Sa ti iji fe s’ oke;<br/>
Pa mi mo, Olugbala,<br/>
Tit’ iji aiye y’o pin,<br/>
To mi lo s’ ebute Re,<br/>
Nikehin gb’ okan mi la.</p> <p>2. Abo mi, emi ko ni,<br/>
Iwo l’ okan mi ro mo;<br/>
Ma f’ emi nikan sile,<br/>
Gba mi, si tu mi ninu.<br/>
Iwo ni mo gbekele,<br/>
Iwo n’iranlowo mi,<br/>
Ma sai f’iye apa Re<br/>
D’abo b’ori aibo mi.</p> <p>3. Krist’,’wo nikan ni mo fe,<br/>
N’nu Re, mo r’ohun gbogbo;<br/>
Gb’emi t’o subu dide,<br/>
W’alaisan, to afoju;<br/>
Ododo l’oruko Re,<br/>
Alaisododo l’emi,<br/>
Mo kun fun ese pupo,<br/>
Iwo kun fun ododo.</p> <p>4. ‘Wo l’opo ore-ofe<br/>
Lati fib o ese mi:<br/>
Je ki omi iwosan<br/>
We inu okan mi mo;<br/>
Iwo l’orisun iye,<br/>
Je ki mbu n’nu Re l’ofe,<br/>
Ru jade n’nu okan mi,<br/>
Si iye ainipekun.</p> "
33,"<title>MO fe O n'gbagbogbo, - Yoruba Baptist Hymns</title>","<p>1. MO fe O n’gbagbogbo,<br/>
Oluwa Olore<br/>
Ko s’ ohun ti nfun ni<br/>
L’ alafia bi Tire<br/>
Mo fe O, a! mo fe O,<br/>
Ni wakati gbogbo;<br/>
Bukun mi Olugbala,<br/>
Mo wa s’ odo Re.</p> <p>2. Mo fe O n’ gbagbogbo,<br/>
Duro ti mi,<br/>
Idanwo ko n’ ipa<br/>
Gbat’ O wa nitosi.</p> <p>3. Mo fe O n’ gbagbogbo,<br/>
L’ ayo tab’ irora;<br/>
Yara wa ba mi gbe,<br/>
K’ aiye mi ma j’ asan.</p> <p>4. Mo fe O n’gbagbogbo,<br/>
Ko mi ni ife Re;<br/>
K’ O je k’ileri Re<br/>
Se si mi li ara.</p> <p>5. Mo fe O n’gbagbogbo,<br/>
Ologo julo;<br/>
Se mi n’ Tire toto,<br/>
Omo alabukun.</p> "
34,<title>NIGBA itiju k obo mi - Yoruba Baptist Hymns</title>,"<p>1. NIGBA itiju k obo mi,<br/>
Mo f’ eru sa b’ agbelebu;<br/>
Pelu eru ebi lori,<br/>
Ife fa mi, mo bo ‘waju,<br/>
Mo r’ anu at’ alafia,<br/>
Nipa eje Jesu Kikun.</p> <p>2. Ese mi lo, eru mi tan,<br/>
Nko si sa fun oju Re, mo;<br/>
O joko lor’ ite anu,<br/>
O ni ki nf’ igboiya wa On;<br/>
Mo ri eje etutu ni,<br/>
A fi won or’ ite yika.</p> <p>3. Alufa mi yo siwaju,<br/>
Baba gbo t’ Alagbawi mi;<br/>
Eje owon ni nke f’ anu<br/>
Niwaju Re t’ osan, t’ oru.<br/>
Nigbakugba ni eje na<br/>
Ma mbe niwaju Olorun.</p> <p>4. Mo le simi laisi ‘beru;<br/>
Nip’ eyi mo sunm’ Olorun;<br/>
Nip’ eyi mo segun ese;<br/>
Nitor’ O so mi di mimo.<br/>
Gba mo ba de ite loke,<br/>
Ngo yin eje etutu na.</p> "
35,<title>IFE lo to bayi - Yoruba Baptist Hymns</title>,"<p>1. IFE lo to bayi?<br/>
Ohun gbogbo pari,<br/>
O ti pari gbogbo ise<br/>
T’ O tori re w’ aiye.</p> <p>2. Ohun ti Baba fe,<br/>
Ni Jesu ti se tan;<br/>
Wahala ati iya Re,<br/>
Ni Bibeli ti so.</p> <p>3. Ko s’ ohun t’ a le se,<br/>
Ninu iya t’ O je,<br/>
‘Banuje on irora nla<br/>
Wo l’ okan lo sinsin.</p> <p>4. L’ ori t’ a f’ egun de,<br/>
At’ okan Re mimo,<br/>
L’ o ko gbogbo ese wa lo,<br/>
K’ o ba le wo wa san.</p> <p>5. Ife l’ o mu k’ o ku<br/>
Fun emi otosi:<br/>
O ko gbogbo ebi mi lo,<br/>
Jo je ki nro mo O.</p> <p>6. Ati nigba aini,<br/>
Ati n’ite ‘dajo,<br/>
Jesu ododo Re nikan,<br/>
Ni igbeke mi.</p> <p>7. Jo sise ninu mi,<br/>
Bi O ti nse fun mi,<br/>
Si je ki ife mi si O<br/>
Ma fi ore Re han</p> "
36,<title>APATA aiyeraiye - Yoruba Baptist Hymns</title>,"<p>1. APATA aiyeraiye,<br/>
Se ibi isadi mi!<br/>
Je ki omi on eje<br/>
T’ o san lati iha Re<br/>
Se iwosan f’ ese mi,<br/>
K’ o si so mi di mimo.</p> <p>2. K’ ise ise owo mi,<br/>
L’ o le mu ofin Re se;<br/>
B’ itara mi ko l’ are,<br/>
T’ omije mi nsan titi,<br/>
Nwon ko to fun etutu,<br/>
‘Wo nikan l’ O le gbala.</p> <p>3. Ko s’ ohun ti mo mu wa,<br/>
Mo ro mo agbelebu;<br/>
Mo wa, k’od’ as obo mi,<br/>
Mo now O fun iranwo;<br/>
Mo wa sib’ orison ni,<br/>
We mi, Olugbala mi.</p> <p>4. ‘Gbat emi mi ba n lo,<br/>
T’ iku ba p’ oju mi de,<br/>
Ti mba lo s’ aiye aimo,<br/>
Ti nri O n’ ite ‘dajo;<br/>
Apata aiyeraye,<br/>
Se ibi isabi mi.</p> "
37,"<title>MURA ebe, okan mi - Yoruba Baptist Hymns</title>","<p>1. MURA ebe, okan mi<br/>
Jesu nfe gb’ adura re;<br/>
O tip e k’ o gbadura,<br/>
Nitorina yio gbo.</p> <p>2. Lodo Oba n’ iwo mbo,<br/>
Wa lopolopo ebe;<br/>
Be l’ ore-ofe Re po,<br/>
Ko s’ eni ti bere ju.</p> <p>3. Mo t’ ibi eru bere,<br/>
Gba mi ni eru ese!<br/>
Ki eje t’O ta sile,<br/>
We ebi okan mi mu.</p> <p>4. S’odo Re mo wa simi,<br/>
Oluwa gba aiya mi:<br/>
Nibe ni ki O joko,<br/>
Ma je Oba okan mi.</p> <p>5. N’irin ajo mi l’aiye,<br/>
K’ ife Re ma tu mi n’nu;<br/>
Bi ore at’ oluso,<br/>
Mu mi d’opin irin mi.</p> <p>6. F’ ohun mo ni se han mi,<br/>
Fun mi l’ otun ilera;<br/>
Mu mi wa ninu ‘gbagbo,<br/>
Mu mi ku b’enia Re.</p> "
38,<title>JESU ti mo gbeke mi le - Yoruba Baptist Hymns</title>,"<p>1. JESU ti mo gbeke mi le,<br/>
At’ ireti mi lo s’ orun:<br/>
Mo r’ ipa Re, ngo si tele<br/>
Ona Re titi ngo fi ri.</p> <p>2. Ona ti awon mimo to,<br/>
T’ o kuro lona iyapa,<br/>
Ona-ero mimo t’ Oba,<br/>
Ngo lo s’ on’ alafia Re.</p> <p>3. Ona ti mo ti nwa l’ eyi,<br/>
Ti mo ns’ ofo pe nko ri i;<br/>
Ibanuje, mi sa tip e,<br/>
Nitori nko le y’ ese da.</p> <p>4. Bi mo ti mba ipa Re ja,<br/>
Beni mo si nsubu si i;<br/>
Ko pe ti mo gbo Jesu pe,<br/>
“Okan wa ‘hin, Emi l’ Ona.”</p> <p>5. Mo f’ ayo wa Od’ – agutan;<br/>
‘Wo o gba mi bi mo ti ri,<br/>
Mo f’ ara ese mi fun O,<br/>
Ife nikan ni ngo si gba.</p> "
39,"<title>GBA aiye mi, Oluwa - Yoruba Baptist Hymns</title>","<p>1. GBA aiye mi, Oluwa,<br/>
Mo ya si mimo fun O;<br/>
Gba gbogbo akoko mi,<br/>
Ki nwon kun fun iyin Re.</p> <p>2. Gba owo mi, k’ O si je<br/>
Kin ma lo fun ife Re;<br/>
Gba ese mi, k’ O si je<br/>
Ki nwon ma sare fun O.</p> <p>3. Gba ohun mi, je kin ma<br/>
Korin f’ Oba mi titi;<br/>
Gba ete mi, je kin won<br/>
Ma jise fun O titi.</p> <p>4. Gba wura. fadaka mi,<br/>
Okan nki o da duro;<br/>
Gba ogbon mi, Tire ni se,<br/>
Gege bi O ba ti fe.</p> <p>5. Gba ‘fe mi, fi se Tire<br/>
Ki y’o tun je t’ emi mo<br/>
Gb’ okan mi, Tire ni se,<br/>
Ma gunwa nibe titi.</p> <p>6. Gba ‘feran mi, Oluwa,<br/>
Mo fi gbogbo re fun O:<br/>
Gb’ emi papa: lat’ oni<br/>
Ki ‘m’ je Tire titi lai.</p> "
40,"<title>DIDE okan mi, nde - Yoruba Baptist Hymns</title>","<p>1. DIDE okan mi, nde<br/>
Gbon eru ebi nu;<br/>
Ebo eje t’a ru<br/>
Nitori mi yoju:<br/>
Jesu duro niwaju ‘te,<br/>
A k’oruko mi s’owo Re.</p> <p>2. Apa wa l’ara Re,<br/>
T’O gba ni kalfari,<br/>
Nwon nf’itara s’oro,<br/>
Nwon si mbebe fun mi;<br/>
“Jowo, dariji,” ni nwon nke<br/>
“Mase je k’elese ni ku.”</p> <p>3. Baba gbo ohun Re,<br/>
Eni ororo ni;<br/>
Ko le m’eti kuro<br/>
N’nu ebe Omo Re;<br/>
Emi Re da eje ohun,<br/>
O wip’om’Olorun ni mi.</p> <p>4. Mo b’Olorun la’ja,<br/>
Mo gbo ‘dariji Re,<br/>
O gba mi fun omo,<br/>
Iberu ko si mo;<br/>
Mo f’ igboya omo sunmo,<br/>
Mo si nke pe. “Abba Baba.”</p> "
41,<title>BI agbonrin ti nmi hele - Yoruba Baptist Hymns</title>,"<p>1. BI agbonrin ti nmi hele,<br/>
S’ ipa odo omi;<br/>
Beni okan mi nmi si O,<br/>
Iwo Olorun mi.</p> <p>2. Orungbe Re ngbe okan mi,<br/>
Olorun Alaye;<br/>
Nigbawo ni ngo r’ oju Re,<br/>
Olorun, Olanla?</p> <p>3. Okan mi, o se rewesi?<br/>
Gbekele Olorun,<br/>
Eniti yio so ekun re,<br/>
D’ orin ayo fun o.</p> <p>Stanza 4 of Hymn 274</p> <p>Yioti pe to, Olorun mi,<br/>
Ti ngo d’ eni ‘gbagbe?<br/>
T’ao ma ti mi sihin sohun,<br/>
B’ eni ko n’ ibugbe.</p> <p>Stanza 5 of Hymn 274</p> <p>Okan mi, o se rewesi?<br/>
Gbagbo, ‘wo o si ko<br/>
Orin iyin s’ Olorun re,<br/>
Orisusn emi re.</p> "
42,<title>ISUN kan wa t'o kun f'eje - Yoruba Baptist Hymns</title>,"<p>1. ISUN kan wa t’o kun f’eje<br/>
O yo n’iha jesu,<br/>
Elese mokun ninu re,<br/>
O bo ninu ebi.</p> <p>2. ‘Gba mo f’igbagbo r’isun na,<br/>
Ti nsan fun ogbe Re,<br/>
Irapada d’orin fun mi<br/>
Ti ngo ma ko titi.</p> <p>3. Ninu orin t’odun julo,<br/>
L’emi o korin Re:<br/>
‘Gbat’ akololo ahon yi<br/>
Ba dake n’iboji.</p> <p>4. Mo gbagbo p’O pese fun mi<br/>
(Bi mo tile s,aiye )<br/>
Ebun ofe t’a f’eje ra,<br/>
Ati duru wura.</p> <p>5. Duru t’a tow’ Olorun se,<br/>
Ti ko ni baje lai;<br/>
T’a o ma fi yin Baba wa,<br/>
Oruko Re nikan.</p> "
43,<title>EMI ko mo 'gbat' Oluwa yio de - Yoruba Baptist Hymns</title>,"<p>1. EMI ko mo ‘gbat’ Oluwa yio de,<br/>
Lati mu mi lo si ile Re orun,<br/>
Sugbon mo mo pe wiwa Re yio je ‘mole,<br/>
Eyini yio j’ ogo fun mi,</p> <p style=""padding-left: 40px;"">Refrain<br/>
Eyini yio j’ ogo fun mi,<br/>
Eyini yio j’ ogo fun mi,<br/>
Sugbon mo mo pe wiwa Re yio je ‘mole,<br/>
Eyini yio j’ ogo fun mi,</p> <p>2. Emi ko mo orin t’ angeli nko,<br/>
Emi ko si mo iro duru won,<br/>
Sugbon mo mo pea o d’ oruko Jesu,<br/>
Eyini yio j’ ogo fun mi,</p> <p style=""padding-left: 40px;"">Refrain<br/>
Eyini yio j’ ogo fun mi,<br/>
Eyini yio j’ ogo fun mi,<br/>
Sugbon mo mo pe wiwa Re yio je ‘mole,<br/>
Eyini yio j’ ogo fun mi,</p> <p>3. Emi ko mo b’ ile m’ orun ti ri,<br/>
Ati oruko tin go je nibe,<br/>
Sugbon mo mo pe Jesu yio pe mi wo ‘le,<br/>
Eyini yio j’ ogo fun mi,</p> <p style=""padding-left: 40px;"">Refrain<br/>
Eyini yio j’ ogo fun mi,<br/>
Eyini yio j’ ogo fun mi,<br/>
Sugbon mo mo pe wiwa Re yio je ‘mole,<br/>
Eyini yio j’ ogo fun mi,</p> "
44,<title>TIRE lailai l' awa se - Yoruba Baptist Hymns</title>,"<p>1. TIRE lailai l’ awa se,<br/>
Baba Olorun ife;<br/>
Je k’ a je Tire titi,<br/>
L’ aiye yi, ati lailai.</p> <p>2. Tire lailai l’ awa se,<br/>
Ma toju wa l’ aiye yi:<br/>
‘Wo iye, Ona, Oto,<br/>
To wa si ilu orun.</p> <p>3. Tire lailai: – Abukun<br/>
L’ awon t’ O se ‘simi won!<br/>
Olugbala, Ore wa,<br/>
Gba ‘ja wa ja de opin.</p> <p>4. Tire lailai:- Jesu pa<br/>
Awon agutan Re mo;<br/>
Labe iso rere Re,<br/>
Ni k’O pa gbogbo wa mo.</p> <p>5. Tire lailai: Aini wa<br/>
Ni o je aniyan Re;<br/>
O ti f’ese wa ji wa,<br/>
To wa si ibugbe Re.</p> "
45,"<title>WA, iwo isun ibukun - Yoruba Baptist Hymns</title>","<p>1. WA, iwo isun ibukun,<br/>
Je ki nkorin ore Re:<br/>
Odo anu ti nsan titi,<br/>
Bere orin ‘yin kikan;<br/>
Oluwa, ko mi l’ orun na<br/>
T’ ogun orun nko l’ oke;<br/>
Je ki nrohin isura na<br/>
Ti ife Olorun mi.</p> <p>2. Nihin l’a ran mi lowo de,<br/>
Mo gbe Ebenesar ro;<br/>
Mo nreti nipa anu Re,<br/>
Ki nde ‘le l’ alafia;<br/>
L’ elejo ni Jesu wa mi,<br/>
‘Gba mo sako lo l’ agbo;<br/>
Lati yo mi ninu egbe,<br/>
O f’ eje Re s’ etutu.</p> <p>3. Nit’ or-ofe, lojojumo<br/>
Ni ‘gbese mi si npo si;<br/>
K’ ore-ofe yi ja ewon<br/>
Ti nse ‘dena okan mi;<br/>
Ki nsako lo l’ okan mi fe,<br/>
Ki nk’ Olorun ti mo fe:<br/>
Olugbala, gba aiya mi,<br/>
Mu ye f’ agbala orun.</p> "
46,"<title>TIRE l' emi se, mo ti gb' ohun Re - Yoruba Baptist Hymns</title>","<p>1. TIRE l’ emi se, mo ti gb’ ohun Re,<br/>
O nso ife Re si mi:<br/>
Sugbon mo fen de l’ apa igbagbo,<br/>
Ki nle tubo sunmo O.<br/>
Fa mi mora, mora, Oluwa,<br/>
Sib’ agbelebu t’ O ku,<br/>
Fa mi mora, mora, mora, Oluwa,<br/>
Sib’ eje Re t’ o n’ iye.</p> <p>2. Ya mi si mimo fun ise Tire,<br/>
Nipa ore-ofe Re:<br/>
Je ki nfi okan igbagbo w’ oke,<br/>
K’ ife mi te si Tire.</p> <p>3. A! ayo mimo ti wakati kan<br/>
Ti mo lo nib’ ite Re;<br/>
‘Gba mo gb’ adura si Olorun mi,<br/>
Mo ba soro bi ore.</p> <p>4. Ijinle ife mbe ti nko le mo,<br/>
Titi ngo koja odo;<br/>
Ayo giga tie mi ko le so,<br/>
Titi ngo fi wa ‘simi.</p> "
47,"<title>GBAT, a b'Oluwa rin - Yoruba Baptist Hymns</title>","<p>1. GBAT, a b’Oluwa rin<br/>
N’nu ‘mole oro Re<br/>
Ona wa yi o ti l’ogo to!<br/>
‘Gbat’ a ba nse f’e Re<br/>
On y’o ma ba wa-gbe<br/>
Ati awon t’o gbeke won le.<br/>
Sa gbekele<br/>
Ona miran ko si<br/>
Lati l’ayo n’nu Jesu,<br/>
Afi k’a gbekele.</p> <p>2. Ko si ajaga mo<br/>
Ko si ‘banuje mo<br/>
Gbogbo wahala wa ti pari<br/>
Ko si arokan mo,<br/>
Tabi ifajuro,<br/>
Afi ‘bukun, t’a ba gbekele</p> <p>3. Awamaridi ni<br/>
Ayo ife nla Re<br/>
Titi ao fi f’ara wa rubo,<br/>
Anu ti O nfi han,<br/>
At’ ayo t’O nfun ni<br/>
Je ti awon ti o gbekele</p> <p>4. Ni idapo didun<br/>
L’ao joko l’ese Re<br/>
Tabi ki a ma rin pelu Re,<br/>
Awa y’o gbo ti Re,<br/>
Ao jise to ran wa,<br/>
Mase beru sa gbeke re le</p> "
48,<title>B' AWON ara igbani - Yoruba Baptist Hymns</title>,"<p>1. B’ AWON ara igbani<br/>
Ti f’ ayo ri ‘rawo na;<br/>
Bi nwon ti f’ inu didun<br/>
Tele ‘mole didan re;<br/>
Be, Oluwa Olore<br/>
Ni k’ a mu wa d’ odo Re.</p> <p>2. Bi nwon ti fi ayo lo<br/>
Si ibuje eran na;<br/>
Ti nwon si wole nibe<br/>
F’ Eni t’ orun t’ aiye mbo;<br/>
Gege be ni k’ a ma yo<br/>
Lati wa s’ ile anu.</p> <p>3. Bi nwon ti mu ore wa<br/>
Si ibuje eran na;<br/>
Be ni k’ awa ma f’ ayo<br/>
Mimo t’ ese ko baje<br/>
Mu ‘sura wa gbogbo wa<br/>
S’ odo Re, Jesu Oba.</p> <p>4. Jesu mimo, pa wa mo,<br/>
L’ ona toro l’ ojojo;<br/>
‘Gbat’ ohun aiye ba pin,<br/>
M’ okan wa de ilu ti<br/>
‘Rawo ko ns’ amona mo;<br/>
‘Biti nwon now ogo Re.</p> <p>5. Ni ‘lu orun mimo na,<br/>
Nwon ko wa imole mo;<br/>
‘Wo l’ Orun re ti ki wo;<br/>
‘Wo l’ ayo at’ ade re;<br/>
Nibe titi l’ ao ma ko<br/>
Halleluya s’ Oba wa.</p> "
49,<title>AYO omo anu ti to - Yoruba Baptist Hymns</title>,"<p>1. AYO omo anu ti to!<br/>
T’ o mo idariji:<br/>
O nwip’ aiye ki se ‘le mi,<br/>
Mo nwa ‘le mi s’ orun</p> <p>2. Ilu t’ o jin s’ oju eda,<br/>
Mo nfi ‘gbagbo ri i;<br/>
Ile ayo awon mimo,<br/>
Ti a pese fun mi.</p> <p>3. Ireti nla kini ti wa<br/>
Nigbat’ a wa l’ aiye?<br/>
A ngb’ adun agbara orun,<br/>
A nkanju ojo na.</p> <p>4. Ara nso p’ ajinde de tan,<br/>
Emi wa wa n’nu Kristi’;<br/>
Ara erupe wa si kun<br/>
Nihin fun ogo Re.</p> "
50,<title>NIHINYI n' isimi gbe wa - Yoruba Baptist Hymns</title>,"<p>1. NIHINYI n’ isimi gbe wa,<br/>
N’iha Re t’ eje nsan;<br/>
Eyi nikan n’ ireti mi,<br/>
Pe Jesu ku fun mi.</p> <p>2. Olugbala, Olorun mi,<br/>
Orison f’ ese mi;<br/>
Ma f’ eje Re won mi titi,<br/>
K’ emi le di mimo.</p> <p>3. We mi, si se mi ni Tire,<br/>
We mi, si je t’ emi;<br/>
We mi ki s’ ese mi nikan,<br/>
Owo at’ okan mi.</p> <p>4. Ma sise l’ okan mi, Jesu,<br/>
Tit’ igbagbo y’o pin;<br/>
Tit’ ireti y’o fi d’ opin,<br/>
T’ okan mi y’o simi</p> "
51,<title>AYO awon ti to - Yoruba Baptist Hymns</title>,"<p>1. AYO awon ti to,<br/>
T’ o gb’ Olugbala gbo,<br/>
T’o to isura nwon si oke<br/>
Ahon ko le s’ adun<br/>
Itunu alafia,<br/>
Ti okan l’ akobere ife.</p> <p>2. O ti je t’ emi ri,<br/>
Nigba mo ri ore,<br/>
Nipa eje Odo-agutan;<br/>
A, ayo ti mo ri,<br/>
Nigba mo ko gbagbo!<br/>
Ayo l’ oruko Jesu didun.</p> <p>3. Mimo Olugbala<br/>
So ‘le aiye d’ orun:<br/>
Awon Angeli ko le se ju,<br/>
Lati wole fun U;<br/>
Ki nwon tun ‘tan na so<br/>
Ki nwon bo Olufe elese.</p> <p>4. Jesu ni orin mi<br/>
Ni wakati gbogbo;<br/>
Gbogb’ aiye ‘ba le r’ igbala Re;<br/>
Mo nke pe, “O fe mi,<br/>
P’ O jiya, O si ku,”<br/>
Lati gba ota bi emi la.</p> <p>5. B’ ayo mi ti ga to!<br/>
Ayo ni ti mo ri<br/>
Ninu eje tin fun ni n’ iye!<br/>
Pel’ Olugbala mi:<br/>
Mo l’ ekun ibukun,<br/>
B’ enipe mo kun fun Olorun.</p> "
52,"<title>WA, Jesu fi ara han - Yoruba Baptist Hymns</title>","<p>1. WA, Jesu fi ara han;<br/>
Wa, je k’okan wa mo O:<br/>
Wa, mu gbogb’ okan gbona,<br/>
Wa, bukun wa k’a to lo.</p> <p>2. Wa, f’ aiya wa n’ isimi,<br/>
Wa, k’ a d’ alabukunfun;<br/>
Wa, s’ oro alafia,<br/>
Wa, busi igbagbo wa.</p> <p>3. Wa, le ‘siyemeji lo,<br/>
Wa, ko wa b’ a ti bebe;<br/>
Wa, fun okan wa n’ife,<br/>
Wa, fa okan wa s’oke.</p> <p>4. Wa, so f’ okan wa k’ o yo,<br/>
Wa, wipe, “‘Wo ni mo yan”;<br/>
Wa, p’ awon agbo Re mo,<br/>
Wa, sure f’ agutan Re.</p> "
53,"<title>BENI, O bikita fun mi - Yoruba Baptist Hymns</title>","<p>1. BENI, O bikita fun mi,<br/>
Pelu ike bi t’ egbon ;<br/>
Beni, eru at’ ifoiya,<br/>
Gbogbo re l’ O mba mi pin.</p> <p>2. Beni, fun mi li O mbebe,<br/>
Ni ite-anu loke;<br/>
Nigbagbogbo l’O mbe fun mi,<br/>
Pelu ‘fe ti ko l’ are.</p> <p>3. O ntan ayo t’ o ju t’ aiye,<br/>
Lat’ okere sinu mi,<br/>
Lati bo mi, O tai ye<br/>
Ipa Re bi ti baba.</p> <p>4. Beni, O ngbe ‘nu okan mi,<br/>
Emi si ngbe inu Re;<br/>
O si kun okan ofo mi,<br/>
L’ aiye yi ati lailai.</p> <p>5. Mo si nduro de bibo Re,<br/>
Pel’ orin lona orun;<br/>
Be l’ orin ayo owuro,<br/>
Be ni orin asale.</p> "
54,<title>JINNA kuro n' ibugbe enia - Yoruba Baptist Hymns</title>,"<p>1. JINNA kuro n’ ibugbe enia,<br/>
L’ a gbo ‘gbe awon adete mewa:<br/>
Jesu sanu fun won, se wosan won<br/>
Okan l’ o wa dupe, Mesan ha da?</p> <p style=""padding-left: 40px;"">Refrain<br/>
Mesan ha da? Mesan ha da?<br/>
Mewa k’a wosan, Mesan ha da?</p> <p>2. Alejo na korin ‘yin s’ Oluwa,<br/>
O mo p’ Oro Re lo mu ‘wosan wa:<br/>
O gba Onisegun nla l’ Oluwa,<br/>
Jesu wi jeje pe, Mesan ha da?</p> <p style=""padding-left: 40px;"">Refrain<br/>
Mesan ha da? Mesan ha da?<br/>
Mewa k’a wosan, Mesan ha da?</p> <p>3. Farisi bere, Tani Nasiri<br/>
So fun ni daju bi On ni Krist’ na,<br/>
Opo l’o ntele t’o nbere ami<br/>
Ise ‘yanu nla Re, Mesan ha da?</p> <p style=""padding-left: 40px;"">Refrain<br/>
Mesan ha da? Mesan ha da?<br/>
Mewa k’a wosan, Mesan ha da?</p> <p>4. Jesu niwaju Onidajo Aiye<br/>
Opo l’o nf’ egan bere “Tani yi”?<br/>
Nwon nko Oluwa re ati t’emi<br/>
Nwon m’ Olufisun wa, Mesan ha da?</p> <p style=""padding-left: 40px;"">Refrain<br/>
Mesan ha da? Mesan ha da?<br/>
Mewa k’a wosan, Mesan ha da?</p> "
55,<title>JESU o ye ki nl' ayo - Yoruba Baptist Hymns</title>,"<p>1. JESU o ye ki nl’ ayo,<br/>
Ti mba le gbekele O,<br/>
Pe ogbon Re to to mi,<br/>
Pe ore Re to pese,<br/>
Pe ipa Re to gbala,<br/>
Ki now O nigbagbogbo.</p> <p>2. Ki nwo O, ‘Mole kanso,<br/>
Nigba ale ba sokun,<br/>
Ninu sisan, n’ ilera,<br/>
Ninu oro on osi,<br/>
N’ ibanuje at’ ayo,<br/>
Wo ‘leri Re fun ‘ranwo.</p> <p>3. W’ eje Re fun ‘wenumo,<br/>
W’ ore Re fun ilera,<br/>
Wo o n’ iye at’ iku,<br/>
Ki nma wo O l’ ona mi;<br/>
Tit’ ao fi gbin ese mi<br/>
Sinu okun didan ni.</p> "
